,country,count_total,cust_id,churn
4375,AB,55,3,Yes
4376,CD,151,15,Yes
4377,CD,139,16,No
4378,CD,147,6,Yes
4379,AB,98,3,Yes
4380,AB,142,15,No
4381,CD,102,2,No
4382,CD,113,16,Yes
4383,CD,105,13,No
4384,CD,85,1,No
4385,CD,80,18,No
4386,AB,147,2,No
4387,CD,97,17,Yes
4388,AB,174,13,No
4389,AB,65,12,No
4390,CD,125,4,No
4391,CD,166,4,Yes
4392,CD,78,19,No
4393,CD,71,15,No
4394,CD,155,8,No
4395,CD,67,11,Yes
4396,CD,33,11,Yes
4397,CD,106,11,No
4398,CD,85,6,No
4399,AB,1,18,No
4400,AB,69,14,Yes
4401,CD,113,16,Yes
4402,CD,102,19,No
4403,CD,65,12,Yes
4404,AB,15,17,No
4405,AB,132,9,Yes
4406,AB,20,11,No
4407,AB,133,19,Yes
4408,CD,46,11,Yes
4409,AB,177,1,Yes
4410,CD,80,1,No
4411,CD,85,8,Yes
4412,AB,172,2,No
4413,AB,56,18,No
4414,AB,51,16,No
4415,AB,10,17,No
4416,AB,158,18,No
4417,CD,35,9,No
4418,CD,130,5,Yes
4419,CD,148,12,Yes
4420,AB,95,12,Yes
4421,CD,24,18,No
4422,CD,80,10,No
4423,AB,176,13,No
4424,AB,120,19,Yes
4425,CD,59,17,No
4426,AB,43,14,Yes
4427,AB,160,13,No
4428,AB,146,7,Yes
4429,CD,171,5,No
4430,AB,138,16,No
4431,AB,153,6,No
4432,AB,133,14,No
4433,AB,29,17,No
4434,CD,88,16,Yes
4435,CD,140,9,Yes
4436,CD,128,5,Yes
4437,CD,140,16,Yes
4438,AB,137,6,Yes
4439,AB,148,11,Yes
4440,CD,114,14,Yes
4441,AB,136,18,Yes
4442,CD,57,13,No
4443,CD,1,10,Yes
4444,CD,59,6,No
4445,AB,37,17,No
4446,AB,97,5,No
4447,CD,148,17,Yes
4448,CD,176,15,No
4449,CD,26,18,Yes
4450,CD,163,8,Yes
4451,CD,15,17,Yes
4452,AB,10,11,No
4453,AB,100,13,No
4454,AB,147,18,No
4455,AB,132,11,Yes
4456,AB,5,1,No
4457,AB,59,8,Yes
4458,CD,153,17,Yes
4459,AB,157,18,No
4460,CD,8,17,No
4461,CD,41,8,Yes
4462,CD,117,7,Yes
4463,CD,178,17,Yes
4464,AB,179,2,No
4465,AB,148,19,Yes
4466,AB,18,15,Yes
4467,AB,155,6,No
4468,CD,113,3,Yes
4469,AB,110,13,No
4470,AB,139,19,No
4471,CD,133,8,Yes
4472,AB,169,15,No
4473,CD,58,7,No
4474,CD,89,12,No
4475,CD,20,1,Yes
4476,AB,30,9,Yes
4477,AB,140,17,Yes
4478,CD,28,4,No
4479,AB,87,16,No
4480,CD,103,7,Yes
4481,AB,170,10,No
4482,AB,90,14,Yes
4483,AB,94,1,No
4484,AB,49,16,No
4485,AB,4,17,No
4486,CD,31,7,No
4487,CD,38,2,Yes
4488,AB,121,9,No
4489,AB,128,2,Yes
4490,CD,173,6,Yes
4491,AB,5,14,Yes
4492,AB,136,1,Yes
4493,CD,17,8,Yes
4494,CD,54,17,No
4495,AB,6,1,Yes
4496,AB,36,16,No
4497,AB,72,3,No
4498,CD,64,13,No
4499,CD,79,19,Yes
4500,AB,59,14,No
4501,CD,121,8,No
4502,AB,99,9,Yes
4503,AB,37,15,Yes
4504,AB,151,18,Yes
4505,CD,62,15,Yes
4506,CD,22,17,No
4507,CD,34,13,No
4508,CD,173,12,Yes
4509,CD,17,14,No
4510,CD,98,1,No
4511,CD,179,6,Yes
4512,CD,23,12,Yes
4513,CD,141,10,Yes
4514,AB,95,6,Yes
4515,AB,133,10,No
4516,AB,57,1,No
4517,CD,63,3,No
4518,CD,73,16,No
4519,AB,31,7,Yes
4520,CD,177,15,No
4521,CD,150,5,Yes
4522,AB,29,6,Yes
4523,AB,161,7,No
4524,AB,1,8,No
4525,CD,124,15,Yes
4526,AB,74,19,Yes
4527,CD,43,6,No
4528,AB,44,11,No
4529,CD,16,10,No
4530,AB,116,9,Yes
4531,CD,91,14,No
4532,AB,113,5,No
4533,AB,35,4,Yes
4534,CD,115,8,No
4535,CD,126,18,No
4536,CD,1,3,Yes
4537,CD,46,18,No
4538,AB,41,18,No
4539,AB,123,11,Yes
4540,AB,66,10,No
4541,CD,68,5,No
4542,AB,173,4,No
4543,CD,103,2,No
4544,CD,166,11,No
4545,CD,162,4,Yes
4546,AB,168,6,No
4547,CD,107,10,Yes
4548,AB,137,1,Yes
4549,CD,23,15,No
4550,AB,19,5,Yes
4551,AB,156,11,Yes
4552,CD,127,18,Yes
4553,AB,46,10,No
4554,CD,38,12,No
4555,CD,154,14,Yes
4556,AB,16,15,No
4557,CD,78,12,No
4558,CD,38,19,No
4559,CD,127,11,Yes
4560,CD,136,11,Yes
4561,CD,80,14,No
4562,CD,132,13,Yes
4563,AB,161,6,Yes
4564,CD,117,3,Yes
4565,CD,15,4,No
4566,AB,64,5,Yes
4567,CD,40,11,No
4568,AB,133,2,Yes
4569,CD,99,2,No
4570,CD,6,10,No
4571,CD,156,11,No
4572,AB,97,11,Yes
4573,CD,85,12,Yes
4574,AB,122,6,Yes
4575,CD,13,17,Yes
4576,AB,125,18,No
4577,AB,95,4,No
4578,CD,160,11,No
4579,CD,113,19,No
4580,AB,84,8,Yes
4581,CD,23,12,No
4582,AB,47,12,No
4583,CD,170,13,No
4584,CD,170,1,No
4585,CD,14,18,Yes
4586,CD,93,3,Yes
4587,AB,133,10,Yes
4588,AB,49,16,No
4589,AB,75,1,No
4590,AB,166,7,Yes
4591,AB,164,7,No
4592,AB,151,7,Yes
4593,AB,1,17,Yes
4594,CD,27,10,No
4595,AB,69,14,Yes
4596,AB,4,8,Yes
4597,CD,10,6,Yes
4598,AB,111,6,Yes
4599,CD,138,13,No
4600,CD,9,14,No
4601,AB,130,10,No
4602,AB,21,1,Yes
4603,CD,10,6,No
4604,CD,2,4,No
4605,CD,154,1,No
4606,AB,99,15,No
4607,CD,108,13,No
4608,CD,26,3,Yes
4609,AB,70,11,No
4610,CD,88,14,Yes
4611,AB,54,19,Yes
4612,AB,57,16,Yes
4613,AB,81,2,Yes
4614,CD,152,13,Yes
4615,AB,141,2,Yes
4616,CD,141,17,No
4617,CD,75,9,No
4618,AB,156,15,No
4619,CD,154,8,Yes
4620,AB,150,14,Yes
4621,CD,95,10,No
4622,CD,133,14,No
4623,CD,55,7,Yes
4624,CD,104,15,Yes
4625,CD,87,17,No
4626,CD,88,19,No
4627,AB,172,10,No
4628,CD,7,19,Yes
4629,AB,110,5,No
4630,CD,39,8,No
4631,AB,146,10,Yes
4632,AB,44,8,Yes
4633,AB,118,8,Yes
4634,CD,158,12,Yes
4635,CD,115,2,No
4636,CD,142,11,No
4637,AB,128,14,No
4638,CD,125,14,No
4639,AB,59,6,No
4640,AB,91,13,Yes
4641,AB,40,4,Yes
4642,AB,136,4,No
4643,CD,84,18,No
4644,AB,12,15,No
4645,CD,160,1,No
4646,AB,110,18,Yes
4647,AB,83,8,No
4648,CD,136,17,No
4649,AB,81,13,Yes
4650,AB,115,14,Yes
4651,CD,26,1,No
4652,CD,162,12,No
4653,AB,7,4,No
4654,CD,126,6,Yes
4655,CD,86,14,Yes
4656,AB,48,14,Yes
4657,AB,172,1,No
4658,AB,152,9,Yes
4659,CD,73,7,No
4660,AB,104,7,No
4661,AB,78,14,No
4662,AB,147,8,Yes
4663,AB,64,1,Yes
4664,AB,98,14,No
4665,AB,24,16,Yes
4666,CD,144,4,Yes
4667,AB,71,18,No
4668,CD,7,6,Yes
4669,CD,41,9,Yes
4670,CD,21,9,No
4671,CD,5,2,Yes
4672,AB,8,10,Yes
4673,AB,121,2,No
4674,AB,158,1,Yes
4675,AB,152,7,Yes
4676,CD,111,2,Yes
4677,CD,92,8,Yes
4678,CD,86,5,No
4679,AB,65,13,No
4680,CD,146,16,Yes
4681,CD,179,19,Yes
4682,CD,162,7,Yes
4683,CD,58,5,No
4684,CD,1,3,Yes
4685,CD,127,10,Yes
4686,CD,146,8,Yes
4687,AB,46,15,Yes
4688,CD,95,8,Yes
4689,AB,124,4,No
4690,CD,47,3,Yes
4691,AB,70,17,Yes
4692,CD,91,2,Yes
4693,AB,131,19,Yes
4694,AB,156,6,Yes
4695,AB,28,6,No
4696,CD,78,9,No
4697,CD,109,1,Yes
4698,CD,19,6,No
4699,CD,58,9,No
4700,AB,25,5,No
4701,CD,48,8,Yes
4702,CD,76,7,Yes
4703,CD,24,5,No
4704,AB,121,10,Yes
4705,AB,108,16,Yes
4706,AB,19,12,No
4707,CD,144,1,Yes
4708,AB,14,18,Yes
4709,CD,150,18,No
4710,CD,116,12,No
4711,CD,150,3,No
4712,AB,26,12,Yes
4713,AB,82,12,No
4714,CD,93,13,Yes
4715,AB,124,3,No
4716,AB,111,17,No
4717,AB,65,8,No
4718,CD,103,5,Yes
4719,AB,13,10,No
4720,AB,110,18,No
4721,CD,38,15,No
4722,AB,71,16,No
4723,CD,149,17,Yes
4724,CD,119,18,Yes
4725,CD,43,3,Yes
4726,CD,59,8,No
4727,CD,59,9,Yes
4728,CD,102,15,No
4729,AB,53,6,Yes
4730,AB,155,18,Yes
4731,AB,172,17,Yes
4732,CD,91,19,Yes
4733,CD,122,2,Yes
4734,AB,26,10,No
4735,AB,32,4,Yes
4736,AB,152,8,Yes
4737,CD,112,6,Yes
4738,CD,72,18,Yes
4739,CD,162,4,Yes
4740,AB,6,6,No
4741,AB,8,6,No
4742,CD,56,17,Yes
4743,AB,144,12,Yes
4744,CD,27,4,Yes
4745,CD,173,17,Yes
4746,CD,27,6,Yes
4747,CD,21,13,No
4748,AB,142,5,Yes
4749,CD,173,8,Yes
4750,AB,119,2,Yes
4751,CD,59,18,Yes
4752,AB,179,8,Yes
4753,CD,128,19,No
4754,CD,37,14,No
4755,CD,8,10,Yes
4756,AB,96,13,Yes
4757,AB,67,4,No
4758,AB,95,18,No
4759,CD,93,1,Yes
4760,AB,168,17,Yes
4761,AB,154,3,No
4762,CD,157,16,Yes
4763,CD,92,14,No
4764,CD,101,18,Yes
4765,AB,119,12,Yes
4766,AB,105,3,Yes
4767,CD,82,12,No
4768,AB,117,11,Yes
4769,AB,41,16,No
4770,AB,125,9,No
4771,CD,108,13,Yes
4772,AB,8,9,No
4773,AB,172,12,Yes
4774,AB,91,12,No
4775,CD,154,13,No
4776,CD,25,12,No
4777,CD,5,3,Yes
4778,CD,40,12,Yes
4779,AB,46,15,No
4780,CD,150,13,No
4781,CD,117,10,Yes
4782,CD,122,10,No
4783,CD,55,1,Yes
4784,CD,19,14,No
4785,CD,4,1,Yes
4786,CD,65,6,No
4787,CD,92,14,Yes
4788,AB,33,16,Yes
4789,AB,126,11,No
4790,AB,93,4,Yes
4791,CD,46,15,Yes
4792,AB,54,15,Yes
4793,AB,1,3,Yes
4794,CD,141,5,Yes
4795,AB,55,19,No
4796,AB,54,12,Yes
4797,CD,109,10,Yes
4798,AB,146,9,No
4799,CD,16,16,No
4800,AB,133,13,Yes
4801,AB,75,4,Yes
4802,CD,121,9,Yes
4803,CD,33,2,No
4804,CD,67,4,No
4805,CD,112,12,No
4806,CD,129,7,Yes
4807,CD,75,9,Yes
4808,AB,150,4,Yes
4809,CD,172,14,Yes
4810,CD,125,2,No
4811,CD,154,6,No
4812,AB,50,14,No
4813,CD,160,14,No
4814,CD,41,15,No
4815,AB,22,11,Yes
4816,AB,81,7,No
4817,CD,147,12,No
4818,CD,164,17,Yes
4819,AB,159,9,Yes
4820,AB,146,8,No
4821,AB,5,13,No
4822,CD,115,14,No
4823,AB,45,12,Yes
4824,AB,77,16,Yes
4825,CD,130,9,Yes
4826,CD,90,18,No
4827,AB,138,7,No
4828,AB,55,7,No
4829,AB,83,6,No
4830,AB,138,2,Yes
4831,AB,160,19,No
4832,AB,67,18,No
4833,CD,146,12,No
4834,AB,142,17,Yes
4835,CD,46,8,No
4836,AB,37,19,No
4837,CD,97,5,No
4838,AB,114,11,Yes
4839,AB,41,11,Yes
4840,CD,9,16,Yes
4841,AB,117,14,Yes
4842,CD,43,5,No
4843,CD,150,12,No
4844,AB,114,1,No
4845,CD,73,1,No
4846,AB,64,10,Yes
4847,AB,114,10,Yes
4848,CD,136,2,No
4849,AB,179,2,Yes
4850,CD,20,9,No
4851,AB,104,11,Yes
4852,CD,61,5,No
4853,AB,128,5,Yes
4854,AB,19,14,No
4855,AB,166,5,No
4856,AB,55,14,Yes
4857,AB,76,18,Yes
4858,AB,163,5,No
4859,AB,85,18,No
4860,AB,110,10,Yes
4861,CD,87,1,No
4862,CD,130,6,No
4863,AB,107,12,Yes
4864,AB,10,9,Yes
4865,AB,25,8,No
4866,CD,24,2,No
4867,CD,103,17,Yes
4868,AB,120,8,No
4869,CD,90,11,Yes
4870,CD,80,19,Yes
4871,CD,126,14,No
4872,AB,51,3,No
4873,AB,1,3,No
4874,CD,45,3,No
4875,AB,7,9,No
4876,AB,70,17,No
4877,AB,86,10,Yes
4878,AB,107,10,No
4879,AB,84,5,No
4880,AB,147,6,Yes
4881,CD,133,9,Yes
4882,AB,103,13,No
4883,AB,32,19,Yes
4884,AB,47,6,Yes
4885,CD,155,12,No
4886,AB,116,18,Yes
4887,AB,13,13,No
4888,CD,124,10,No
4889,CD,104,1,Yes
4890,CD,48,5,Yes
4891,CD,115,6,No
4892,AB,172,12,Yes
4893,CD,156,8,No
4894,AB,154,1,Yes
4895,CD,20,17,Yes
4896,CD,38,15,Yes
4897,CD,44,4,No
4898,CD,8,7,No
4899,CD,67,5,Yes
4900,CD,77,7,No
4901,AB,117,9,No
4902,CD,110,10,No
4903,AB,107,1,No
4904,AB,143,6,No
4905,AB,77,15,No
4906,CD,152,6,Yes
4907,AB,48,11,No
4908,AB,89,9,No
4909,AB,45,1,Yes
4910,AB,131,18,No
4911,CD,33,11,Yes
4912,AB,37,3,Yes
4913,CD,30,5,No
4914,AB,53,18,No
4915,CD,146,3,No
4916,CD,63,18,No
4917,CD,106,3,No
4918,AB,70,2,Yes
4919,CD,148,10,No
4920,AB,16,5,Yes
4921,CD,50,15,Yes
4922,CD,76,7,No
4923,AB,175,2,Yes
4924,AB,11,17,Yes
4925,CD,5,1,No
4926,CD,45,8,Yes
4927,AB,14,15,No
4928,CD,146,13,Yes
4929,AB,154,16,No
4930,CD,166,19,Yes
4931,AB,130,7,Yes
4932,AB,123,9,No
4933,AB,144,8,Yes
4934,CD,49,10,No
4935,AB,135,8,No
4936,CD,40,11,Yes
4937,CD,141,2,Yes
4938,CD,177,1,No
4939,CD,57,18,Yes
4940,CD,55,2,No
4941,CD,59,18,Yes
4942,CD,25,19,Yes
4943,AB,64,5,No
4944,AB,68,17,No
4945,CD,92,19,No
4946,CD,97,15,Yes
4947,CD,39,7,Yes
4948,AB,18,2,No
4949,CD,35,13,No
4950,AB,155,4,Yes
4951,CD,86,4,No
4952,AB,152,19,Yes
4953,AB,60,18,No
4954,CD,95,12,Yes
4955,CD,11,3,Yes
4956,AB,12,14,Yes
4957,CD,136,17,No
4958,AB,78,14,No
4959,CD,166,4,No
4960,CD,51,14,No
4961,AB,143,3,Yes
4962,AB,143,18,No
4963,CD,2,3,No
4964,CD,19,14,Yes
4965,CD,48,12,No
4966,AB,110,3,No
4967,CD,106,17,Yes
4968,CD,81,2,No
4969,AB,1,4,Yes
4970,AB,21,5,No
4971,CD,38,18,No
4972,AB,68,5,Yes
4973,AB,144,19,Yes
4974,CD,30,6,Yes
4975,AB,107,16,No
4976,CD,5,13,Yes
4977,AB,72,19,No
4978,CD,4,17,Yes
4979,CD,142,6,No
4980,AB,35,17,Yes
4981,CD,44,13,Yes
4982,AB,89,15,No
4983,CD,174,16,No
4984,AB,111,12,No
4985,CD,3,5,No
4986,CD,26,4,Yes
4987,CD,89,15,No
4988,AB,95,18,No
4989,AB,178,15,No
4990,CD,22,9,No
4991,CD,101,10,No
4992,CD,70,12,Yes
4993,AB,124,5,No
4994,CD,178,11,No
4995,AB,163,10,No
4996,CD,128,15,Yes
4997,AB,73,6,Yes
4998,AB,168,11,Yes
4999,AB,66,4,Yes
5000,CD,89,18,No
5001,AB,146,6,No
5002,CD,67,14,Yes
5003,AB,32,11,No
5004,CD,81,12,No
5005,AB,119,6,No
5006,CD,64,10,No
5007,AB,107,13,No
5008,CD,64,5,Yes
5009,AB,137,2,No
5010,AB,149,5,No
5011,CD,166,8,No
5012,CD,102,5,No
5013,AB,6,13,No
5014,AB,143,10,No
5015,CD,98,15,No
5016,AB,158,7,No
5017,CD,52,16,Yes
5018,AB,53,14,No
5019,CD,155,15,Yes
5020,CD,108,13,Yes
5021,CD,120,18,Yes
5022,CD,113,11,Yes
5023,AB,139,6,No
5024,AB,32,6,Yes
5025,AB,5,14,Yes
5026,CD,8,2,Yes
5027,AB,149,12,No
5028,AB,121,12,Yes
5029,CD,19,2,Yes
5030,CD,162,6,Yes
5031,AB,30,2,Yes
5032,CD,104,6,No
5033,CD,76,7,No
5034,CD,56,16,No
5035,AB,1,13,Yes
5036,CD,44,9,No
5037,AB,116,17,Yes
5038,CD,71,12,No
5039,CD,150,12,Yes
5040,AB,127,10,Yes
5041,CD,176,3,No
5042,AB,85,1,No
5043,AB,1,11,Yes
5044,AB,132,17,No
5045,AB,33,4,Yes
5046,AB,101,4,Yes
5047,CD,39,8,Yes
5048,AB,91,17,No
5049,AB,23,4,Yes
5050,AB,170,5,Yes
5051,AB,41,4,No
5052,AB,82,11,No
5053,AB,138,6,No
5054,CD,145,18,No
5055,CD,23,18,Yes
5056,AB,50,16,Yes
5057,AB,178,12,Yes
5058,CD,30,2,Yes
5059,CD,85,8,No
5060,AB,48,18,No
5061,CD,13,10,Yes
5062,CD,151,15,Yes
5063,AB,50,10,No
5064,CD,12,10,No
5065,AB,123,19,No
5066,CD,49,10,Yes
5067,CD,107,14,No
5068,AB,94,3,Yes
5069,CD,155,1,No
5070,CD,25,2,Yes
5071,AB,90,13,No
5072,AB,33,17,No
5073,CD,117,14,Yes
5074,AB,24,4,No
5075,CD,158,14,Yes
5076,AB,50,1,No
5077,AB,55,6,No
5078,AB,115,3,Yes
5079,AB,105,11,No
5080,CD,130,16,No
5081,AB,72,14,Yes
5082,AB,34,15,No
5083,CD,22,12,No
5084,AB,127,5,No
5085,AB,62,14,No
5086,AB,90,7,No
5087,AB,128,3,No
5088,AB,32,12,Yes
5089,CD,34,12,Yes
5090,AB,107,9,Yes
5091,CD,19,10,Yes
5092,CD,8,7,No
5093,AB,72,18,No
5094,CD,75,7,Yes
5095,AB,172,18,Yes
5096,CD,55,15,Yes
5097,AB,136,2,Yes
5098,AB,102,16,Yes
5099,CD,161,1,No
5100,CD,138,4,Yes
5101,AB,99,11,Yes
5102,AB,66,3,Yes
5103,AB,16,12,Yes
5104,AB,3,17,No
5105,AB,105,8,No
5106,AB,74,15,Yes
5107,AB,98,9,Yes
5108,AB,134,8,No
5109,AB,108,13,No
5110,AB,4,5,No
5111,CD,67,1,No
5112,CD,169,6,No
5113,AB,143,10,Yes
5114,AB,18,16,No
5115,AB,2,17,No
5116,CD,151,14,No
5117,AB,169,5,Yes
5118,AB,43,6,No
5119,CD,48,8,Yes
5120,CD,89,19,No
5121,CD,110,9,Yes
5122,AB,155,19,No
5123,AB,142,14,Yes
5124,CD,43,16,No
5125,AB,71,12,Yes
5126,AB,67,4,No
5127,CD,163,19,Yes
5128,CD,3,18,No
5129,CD,158,9,No
5130,CD,51,18,Yes
5131,AB,35,13,No
5132,CD,44,19,Yes
5133,CD,113,19,No
5134,AB,82,1,No
5135,AB,20,8,Yes
5136,CD,127,11,No
5137,AB,96,1,No
5138,CD,94,8,Yes
5139,AB,66,19,Yes
5140,AB,46,16,No
5141,AB,7,13,No
5142,CD,166,2,Yes
5143,AB,139,16,Yes
5144,CD,177,5,Yes
5145,CD,119,12,No
5146,CD,61,6,No
5147,CD,86,17,No
5148,CD,67,18,Yes
5149,CD,176,15,No
5150,AB,163,11,Yes
5151,AB,12,13,Yes
5152,AB,108,10,Yes
5153,CD,122,12,No
5154,CD,137,11,No
5155,AB,31,9,Yes
5156,AB,176,18,Yes
5157,AB,95,10,No
5158,AB,149,7,Yes
5159,CD,43,1,No
5160,CD,151,13,Yes
5161,AB,54,2,No
5162,AB,13,3,Yes
5163,AB,135,15,Yes
5164,CD,165,18,No
5165,AB,31,7,No
5166,CD,86,14,Yes
5167,CD,32,6,No
5168,AB,148,2,No
5169,CD,25,1,Yes
5170,AB,100,10,No
5171,CD,94,17,No
5172,CD,1,16,No
5173,CD,123,10,Yes
5174,CD,91,12,No
5175,AB,52,8,Yes
5176,CD,46,8,No
5177,AB,34,16,Yes
5178,CD,11,16,Yes
5179,CD,97,3,Yes
5180,AB,20,7,No
5181,AB,1,3,No
5182,CD,107,10,No
5183,AB,67,14,No
5184,AB,24,18,No
5185,CD,124,4,No
5186,AB,54,19,Yes
5187,CD,150,10,No
5188,AB,146,12,No
5189,AB,96,9,No
5190,CD,152,11,Yes
5191,CD,83,18,Yes
5192,CD,175,14,No
5193,AB,135,6,No
5194,AB,177,5,No
5195,CD,139,14,No
5196,AB,10,17,Yes
5197,CD,13,7,No
5198,CD,62,16,No
5199,CD,92,4,No
5200,CD,138,2,No
5201,CD,25,9,No
5202,CD,57,18,Yes
5203,AB,109,17,No
5204,AB,58,13,Yes
5205,CD,48,3,Yes
5206,AB,140,2,Yes
5207,CD,19,19,No
5208,CD,111,13,No
5209,CD,163,1,No
5210,AB,49,16,Yes
5211,AB,49,16,No
5212,CD,109,8,Yes
5213,CD,138,8,No
5214,AB,155,17,Yes
5215,CD,64,13,No
5216,CD,156,4,No
5217,AB,124,7,No
5218,AB,124,17,No
5219,AB,33,17,Yes
5220,CD,40,18,Yes
5221,AB,89,10,Yes
5222,AB,92,10,No
5223,CD,58,3,No
5224,CD,115,13,No
5225,CD,56,19,Yes
5226,AB,51,2,Yes
5227,AB,29,11,No
5228,CD,125,19,Yes
5229,CD,69,3,No
5230,AB,25,4,No
5231,AB,95,3,Yes
5232,AB,32,9,Yes
5233,AB,133,15,No
5234,AB,116,8,No
5235,CD,146,10,Yes
5236,CD,69,18,Yes
5237,AB,113,5,No
5238,AB,111,6,Yes
5239,CD,82,9,Yes
5240,AB,51,14,No
5241,AB,109,11,No
5242,AB,39,9,Yes
5243,AB,148,1,Yes
5244,AB,141,3,Yes
5245,CD,64,16,No
5246,CD,75,1,Yes
5247,CD,54,11,Yes
5248,AB,39,17,No
5249,AB,8,12,No
5250,CD,57,2,No
5251,CD,178,16,Yes
5252,CD,25,3,No
5253,AB,150,6,Yes
5254,AB,47,2,Yes
5255,AB,148,10,No
5256,AB,111,3,No
5257,CD,110,17,No
5258,CD,33,12,No
5259,AB,177,12,No
5260,CD,87,9,No
5261,AB,29,9,Yes
5262,CD,9,19,No
5263,CD,34,11,No
5264,AB,117,13,Yes
5265,AB,68,9,No
5266,AB,100,14,Yes
5267,AB,91,10,Yes
5268,AB,115,12,Yes
5269,AB,159,5,Yes
5270,CD,15,17,Yes
5271,AB,118,17,Yes
5272,CD,86,13,No
5273,AB,104,10,Yes
5274,AB,105,7,No
5275,CD,171,10,No
5276,AB,111,18,Yes
5277,CD,120,18,No
5278,CD,81,15,Yes
5279,CD,101,7,No
5280,AB,146,16,Yes
5281,AB,132,3,Yes
5282,CD,127,7,Yes
5283,CD,147,5,No
5284,CD,60,14,Yes
5285,CD,123,14,Yes
5286,CD,142,15,No
5287,AB,12,15,No
5288,CD,148,17,Yes
5289,CD,57,8,Yes
5290,AB,62,1,No
5291,CD,63,13,Yes
5292,AB,171,9,Yes
5293,CD,164,2,No
5294,CD,61,1,No
5295,AB,50,7,No
5296,CD,82,5,No
5297,AB,161,15,No
5298,AB,13,6,No
5299,AB,104,6,Yes
5300,AB,17,19,No
5301,AB,89,10,No
5302,CD,119,17,Yes
5303,AB,128,12,Yes
5304,AB,45,3,No
5305,CD,103,2,No
5306,AB,19,14,Yes
5307,AB,146,12,Yes
5308,CD,39,15,No
5309,AB,124,11,No
5310,CD,137,1,No
5311,CD,97,7,No
5312,CD,155,1,No
5313,AB,176,4,No
5314,AB,73,5,Yes
5315,CD,116,8,No
5316,AB,36,4,Yes
5317,AB,49,8,Yes
5318,AB,113,2,No
5319,CD,130,12,Yes
5320,AB,132,16,Yes
5321,AB,12,6,Yes
5322,CD,61,4,No
5323,AB,100,5,Yes
5324,AB,81,9,No
5325,AB,8,16,Yes
5326,CD,77,3,No
5327,CD,64,9,Yes
5328,AB,77,9,No
5329,CD,142,18,Yes
5330,CD,132,11,Yes
5331,CD,111,19,No
5332,CD,36,11,No
5333,AB,66,3,No
5334,CD,20,10,Yes
5335,AB,173,17,No
5336,AB,144,17,No
5337,CD,160,2,Yes
5338,AB,42,8,Yes
5339,CD,101,10,Yes
5340,AB,119,1,Yes
5341,AB,68,15,Yes
5342,AB,138,15,Yes
5343,AB,11,11,Yes
5344,CD,153,1,No
5345,AB,141,15,Yes
5346,AB,10,4,Yes
5347,CD,135,12,No
5348,AB,131,8,Yes
5349,AB,8,6,Yes
5350,CD,39,10,Yes
5351,CD,86,10,Yes
5352,AB,25,7,No
5353,CD,42,13,Yes
5354,CD,11,6,No
5355,CD,46,12,Yes
5356,CD,134,5,No
5357,AB,18,5,No
5358,AB,138,15,Yes
5359,AB,147,3,Yes
5360,CD,147,13,Yes
5361,CD,178,16,No
5362,AB,147,12,Yes
5363,CD,47,13,Yes
5364,CD,111,19,Yes
5365,AB,99,1,No
5366,CD,116,12,No
5367,AB,170,8,Yes
5368,AB,123,4,Yes
5369,CD,102,13,No
5370,CD,63,6,No
5371,AB,62,7,No
5372,AB,158,1,No
5373,CD,36,10,Yes
5374,AB,159,18,No
5375,AB,110,16,Yes
5376,CD,91,12,Yes
5377,AB,39,7,Yes
5378,AB,58,19,Yes
5379,AB,15,8,No
5380,CD,84,19,No
5381,AB,89,6,No
5382,CD,151,13,Yes
5383,AB,12,13,Yes
5384,CD,147,6,Yes
5385,AB,114,7,No
5386,CD,175,1,Yes
5387,AB,80,16,Yes
5388,CD,35,1,No
5389,AB,145,15,No
5390,AB,137,17,Yes
5391,CD,19,9,No
5392,AB,79,8,Yes
5393,AB,132,7,No
5394,CD,99,15,Yes
5395,AB,98,7,No
5396,CD,16,4,No
5397,CD,145,10,Yes
5398,CD,125,14,No
5399,CD,78,4,Yes
5400,CD,126,11,No
5401,AB,177,18,Yes
5402,AB,48,5,Yes
5403,AB,163,2,Yes
5404,CD,174,1,No
5405,CD,107,6,No
5406,AB,152,8,No
5407,AB,146,9,Yes
5408,AB,133,1,Yes
5409,CD,121,5,No
5410,CD,123,5,Yes
5411,CD,116,12,Yes
5412,CD,174,10,No
5413,AB,88,8,Yes
5414,CD,147,10,No
5415,AB,59,6,Yes
5416,AB,102,15,No
5417,AB,73,5,No
5418,CD,59,10,Yes
5419,AB,10,15,Yes
5420,CD,87,3,Yes
5421,CD,124,17,Yes
5422,AB,65,16,Yes
5423,CD,51,13,Yes
5424,AB,147,15,No
5425,CD,98,9,Yes
5426,AB,69,18,Yes
5427,AB,75,9,No
5428,CD,130,13,Yes
5429,AB,60,2,No
5430,AB,173,4,Yes
5431,CD,114,6,Yes
5432,AB,33,9,Yes
5433,CD,85,15,No
5434,CD,79,5,Yes
5435,AB,128,14,No
5436,CD,122,16,Yes
5437,CD,5,16,No
5438,CD,128,19,No
5439,CD,53,10,Yes
5440,CD,144,19,No
5441,CD,95,13,Yes
5442,AB,74,9,Yes
5443,CD,50,13,No
5444,AB,22,14,No
5445,CD,52,11,No
5446,AB,167,19,Yes
5447,CD,29,8,Yes
5448,CD,68,16,Yes
5449,AB,73,19,Yes
5450,AB,82,9,No
5451,CD,21,17,No
